conversation_id,raw_tweets_info,tweet_ids,user_ids,conversation_length,airlines_involved
96189,"[(738042777129390081, 193739671), (738042692500881408, 193739671)]","[738042777129390081, 738042692500881408]","[193739671, 193739671]",2,No airlines involved
96240,"[(738041883973279744, 834336860), (738040383284891648, 2730601874)]","[738041883973279744, 738040383284891648]","[834336860, 2730601874]",2,No airlines involved
96306,"[(738041008361967616, 81028406), (737945318495420416, 497162238)]","[738041008361967616, 737945318495420416]","[81028406, 497162238]",2,No airlines involved
96331,"[(738040612881084416, 342221299), (737983538448982016, 38676903), (737976505561710592, 342221299), (737971819924361216, 38676903)]","[738040612881084416, 737983538448982016, 737976505561710592, 737971819924361216]","[342221299, 38676903, 342221299, 38676903]",4,easyJet
96436,"[(738039178445914113, 236410175), (738038796395089920, 236410175), (738038525153677312, 236410175)]","[738039178445914113, 738038796395089920, 738038525153677312]","[236410175, 236410175, 236410175]",3,No airlines involved
96441,"[(738039101635604481, 576177368), (738038496393318400, 576177368)]","[738039101635604481, 738038496393318400]","[576177368, 576177368]",2,No airlines involved
96446,"[(738039076880670721, 131944945), (738038824253546496, 131944945)]","[738039076880670721, 738038824253546496]","[131944945, 131944945]",2,No airlines involved
96475,"[(738038333998256128, 2752391339), (738037426690592768, 18332190)]","[738038333998256128, 738037426690592768]","[2752391339, 18332190]",2,British_Airways
96547,"[(738037546303815681, 38676903), (738006768584949760, 2673279225)]","[738037546303815681, 738006768584949760]","[38676903, 2673279225]",2,easyJet
96645,"[(738036536931962880, 50785522), (738021361982001152, 2567059872)]","[738036536931962880, 738021361982001152]","[50785522, 2567059872]",2,No airlines involved
96667,"[(738036206605205507, 29395126), (738001995143905280, 721750520596185088)]","[738036206605205507, 738001995143905280]","[29395126, 721750520596185088]",2,No airlines involved
96676,"[(738036050183004160, 146872603), (738008811831758848, 229399494)]","[738036050183004160, 738008811831758848]","[146872603, 229399494]",2,No airlines involved
96772,"[(738034922913452033, 236410175), (738029259684519936, 236410175)]","[738034922913452033, 738029259684519936]","[236410175, 236410175]",2,No airlines involved
96782,"[(738034525956153345, 2762597598), (738034268937564160, 2762597598)]","[738034525956153345, 738034268937564160]","[2762597598, 2762597598]",2,No airlines involved
96844,"[(738033807031435265, 39428564), (738033120851709952, 39428564)]","[738033807031435265, 738033120851709952]","[39428564, 39428564]",2,No airlines involved
96871,"[(738033458040188929, 525946922), (738016386870452224, 623457656)]","[738033458040188929, 738016386870452224]","[525946922, 623457656]",2,No airlines involved
96905,"[(738032879070912513, 21817147), (738004735609974784, 703185843880464384)]","[738032879070912513, 738004735609974784]","[21817147, 703185843880464384]",2,No airlines involved
96910,"[(738032812201246721, 153095772), (738032215850901504, 56377143)]","[738032812201246721, 738032215850901504]","[153095772, 56377143]",2,KLM
96916,"[(738032732413022212, 363592456), (738032175539445760, 473823542)]","[738032732413022212, 738032175539445760]","[363592456, 473823542]",2,No airlines involved
96993,"[(738031761578418176, 83669341), (738031296916643840, 83669341)]","[738031761578418176, 738031296916643840]","[83669341, 83669341]",2,No airlines involved
97004,"[(738031631378862080, 4569134789), (738031225722507264, 38676903)]","[738031631378862080, 738031225722507264]","[4569134789, 38676903]",2,easyJet
97012,"[(738031567591768065, 56377143), (738027663185608704, 186145173)]","[738031567591768065, 738027663185608704]","[56377143, 186145173]",2,KLM
97045,"[(738031118159630336, 2204367110), (738029951698513920, 2204367110)]","[738031118159630336, 738029951698513920]","[2204367110, 2204367110]",2,No airlines involved
97065,"[(738030970851430402, 837586429), (738026638886248448, 426631943), (738022619677655040, 837586429)]","[738030970851430402, 738026638886248448, 738022619677655040]","[837586429, 426631943, 837586429]",3,No airlines involved
97078,"[(738030904619110401, 25234196), (737962487119646720, 137812720)]","[738030904619110401, 737962487119646720]","[25234196, 137812720]",2,No airlines involved
97079,"[(738030877008089090, 19828452), (738016982654672896, 1310191698)]","[738030877008089090, 738016982654672896]","[19828452, 1310191698]",2,No airlines involved
97080,"[(738030871173824512, 28346878), (738028143873757184, 60854428)]","[738030871173824512, 738028143873757184]","[28346878, 60854428]",2,No airlines involved
97234,"[(738028809170063360, 221414135), (738022275698561024, 221414135)]","[738028809170063360, 738022275698561024]","[221414135, 221414135]",2,No airlines involved
97282,"[(738028242913918976, 2320701620), (738025927754588160, 315608130)]","[738028242913918976, 738025927754588160]","[2320701620, 315608130]",2,No airlines involved
97414,"[(738026891865530368, 2407502509), (737984671535882240, 1579902524)]","[738026891865530368, 737984671535882240]","[2407502509, 1579902524]",2,No airlines involved
97422,"[(738026775670820864, 1538739204), (738025610317078528, 45539859)]","[738026775670820864, 738025610317078528]","[1538739204, 45539859]",2,No airlines involved
97434,"[(738026586981736448, 711094341), (737983494211665920, 22761269)]","[738026586981736448, 737983494211665920]","[711094341, 22761269]",2,No airlines involved
97463,"[(738026004548096000, 30077222), (738025863095017472, 44084001), (738006294028783616, 30077222)]","[738026004548096000, 738025863095017472, 738006294028783616]","[30077222, 44084001, 30077222]",3,No airlines involved
97497,"[(738025773546807297, 576560629), (737990655969005568, 481558004)]","[738025773546807297, 737990655969005568]","[576560629, 481558004]",2,No airlines involved
97636,"[(738024008214532096, 1305207343), (738017439812866048, 1305207343)]","[738024008214532096, 738017439812866048]","[1305207343, 1305207343]",2,No airlines involved
97639,"[(738023932880510976, 131944945), (738022840499195904, 131944945)]","[738023932880510976, 738022840499195904]","[131944945, 131944945]",2,No airlines involved
97698,"[(738023410886934528, 18099202), (738010171717353472, 3364192275)]","[738023410886934528, 738010171717353472]","[18099202, 3364192275]",2,No airlines involved
97763,"[(738022419269554177, 2475887201), (738021564092960768, 3393299075), (737967858374823936, 2475887201)]","[738022419269554177, 738021564092960768, 737967858374823936]","[2475887201, 3393299075, 2475887201]",3,No airlines involved
97768,"[(738022362780717057, 92846423), (738020203620139008, 24859628)]","[738022362780717057, 738020203620139008]","[92846423, 24859628]",2,No airlines involved
97774,"[(738022310955868160, 146529166), (738020223702454272, 21765190)]","[738022310955868160, 738020223702454272]","[146529166, 21765190]",2,No airlines involved
97803,"[(738021924341702656, 38676903), (738007913940291584, 30256725)]","[738021924341702656, 738007913940291584]","[38676903, 30256725]",2,easyJet
97840,"[(738021651183370241, 37015254), (738018962752081920, 33508506)]","[738021651183370241, 738018962752081920]","[37015254, 33508506]",2,No airlines involved
97842,"[(738021642711011328, 3633079828), (738021138694082560, 3633079828)]","[738021642711011328, 738021138694082560]","[3633079828, 3633079828]",2,No airlines involved
97865,"[(738021372023209984, 110850439), (738020607976148992, 3303994834)]","[738021372023209984, 738020607976148992]","[110850439, 3303994834]",2,No airlines involved
97881,"[(738021114258022400, 33043251), (738017447140327424, 33043251)]","[738021114258022400, 738017447140327424]","[33043251, 33043251]",2,No airlines involved
97929,"[(738020303989841921, 3431466387), (738019787675213824, 2517386711)]","[738020303989841921, 738019787675213824]","[3431466387, 2517386711]",2,No airlines involved
97997,"[(738019514047172609, 178633379), (737952982021615616, 592858648), (737949310894084096, 592858648)]","[738019514047172609, 737952982021615616, 737949310894084096]","[178633379, 592858648, 592858648]",3,No airlines involved
98018,"[(738019249894133760, 2916813048), (737950130066841600, 2916813048)]","[738019249894133760, 737950130066841600]","[2916813048, 2916813048]",2,No airlines involved
98023,"[(738019132273201152, 18099202), (738001806186405888, 93729488)]","[738019132273201152, 738001806186405888]","[18099202, 93729488]",2,No airlines involved
98051,"[(738018716110196736, 20503939), (738007828259033088, 38676903), (737931901088960512, 20503939), (737931440214691840, 38676903)]","[738018716110196736, 738007828259033088, 737931901088960512, 737931440214691840]","[20503939, 38676903, 20503939, 38676903]",4,easyJet
98094,"[(738017987626717184, 254658866), (738014272370946048, 21232507)]","[738017987626717184, 738014272370946048]","[254658866, 21232507]",2,No airlines involved
98161,"[(738017711121440768, 609543), (738016541883703296, 797835)]","[738017711121440768, 738016541883703296]","[609543, 797835]",2,No airlines involved
98182,"[(738017393155264515, 735227840195481600), (738005828624519168, 735227840195481600)]","[738017393155264515, 738005828624519168]","[735227840195481600, 735227840195481600]",2,No airlines involved
98205,"[(738017257423556608, 51599328), (737984261941235712, 51599328)]","[738017257423556608, 737984261941235712]","[51599328, 51599328]",2,No airlines involved
98277,"[(738016286215700480, 1246257211), (737955427367981056, 1246257211)]","[738016286215700480, 737955427367981056]","[1246257211, 1246257211]",2,No airlines involved
98281,"[(738016190145146880, 3299310016), (738015812536160256, 17372798), (738015161974435840, 3299310016), (738012725612302336, 17372798)]","[738016190145146880, 738015812536160256, 738015161974435840, 738012725612302336]","[3299310016, 17372798, 3299310016, 17372798]",4,No airlines involved
98313,"[(738015855053770752, 168425759), (737941679630606336, 76320943)]","[738015855053770752, 737941679630606336]","[168425759, 76320943]",2,No airlines involved
98320,"[(738015822967373824, 474263261), (737989183592075264, 110850439)]","[738015822967373824, 737989183592075264]","[474263261, 110850439]",2,No airlines involved
98324,"[(738015808983556096, 81810750), (738015113802846208, 81810750)]","[738015808983556096, 738015113802846208]","[81810750, 81810750]",2,No airlines involved
98325,"[(738015800553005057, 925162058), (737992424233046016, 19939052)]","[738015800553005057, 737992424233046016]","[925162058, 19939052]",2,No airlines involved
98353,"[(738015411992682496, 104914152), (738002497298653184, 168617759), (737925463650226176, 104914152)]","[738015411992682496, 738002497298653184, 737925463650226176]","[104914152, 168617759, 104914152]",3,No airlines involved
98406,"[(738014818578403329, 797835), (738014145845579776, 4579901)]","[738014818578403329, 738014145845579776]","[797835, 4579901]",2,No airlines involved
98433,"[(738014487819751424, 253011650), (737921211406143488, 253011650)]","[738014487819751424, 737921211406143488]","[253011650, 253011650]",2,No airlines involved
98561,"[(738013291826413570, 1011302580), (737956515198308352, 702214781827051520)]","[738013291826413570, 737956515198308352]","[1011302580, 702214781827051520]",2,No airlines involved
98562,"[(738013292870926337, 345475846), (738012589725261824, 13192972), (738012187722190848, 345475846)]","[738013292870926337, 738012589725261824, 738012187722190848]","[345475846, 13192972, 345475846]",3,No airlines involved
98564,"[(738013224704999424, 771478705), (737997104623144960, 771478705)]","[738013224704999424, 737997104623144960]","[771478705, 771478705]",2,No airlines involved
98576,"[(738013088272809984, 217082046), (737998205732986880, 217082046)]","[738013088272809984, 737998205732986880]","[217082046, 217082046]",2,No airlines involved
98603,"[(738012682876538880, 758881214), (738011662016512000, 758881214)]","[738012682876538880, 738011662016512000]","[758881214, 758881214]",2,No airlines involved
98615,"[(738012562869092353, 359518105), (738012254474407936, 1542862735)]","[738012562869092353, 738012254474407936]","[359518105, 1542862735]",2,RyanAir
98622,"[(738012462759464960, 110850439), (738012050547433472, 383689657)]","[738012462759464960, 738012050547433472]","[110850439, 383689657]",2,No airlines involved
98632,"[(738012215391948800, 311784121), (737964099825455104, 1070207280)]","[738012215391948800, 737964099825455104]","[311784121, 1070207280]",2,No airlines involved
98637,"[(738012098253475840, 988105070), (738009766090428416, 26304846)]","[738012098253475840, 738009766090428416]","[988105070, 26304846]",2,No airlines involved
98706,"[(738011414418358272, 11961), (738009212668772352, 797835)]","[738011414418358272, 738009212668772352]","[11961, 797835]",2,No airlines involved
98718,"[(738011319505440771, 255251413), (738011180262887424, 255251413), (738008581782540288, 255251413)]","[738011319505440771, 738011180262887424, 738008581782540288]","[255251413, 255251413, 255251413]",3,No airlines involved
98745,"[(738010985324290048, 33875003), (738006149732151296, 155980631)]","[738010985324290048, 738006149732151296]","[33875003, 155980631]",2,No airlines involved
98764,"[(738010729303965696, 1428185858), (737929447328862208, 325793010)]","[738010729303965696, 737929447328862208]","[1428185858, 325793010]",2,No airlines involved
98805,"[(738010128461500417, 3413490065), (738008026540613632, 45565446)]","[738010128461500417, 738008026540613632]","[3413490065, 45565446]",2,No airlines involved
98827,"[(738009881677029376, 153340450), (738008180349886464, 849800696)]","[738009881677029376, 738008180349886464]","[153340450, 849800696]",2,No airlines involved
98828,"[(738009871921123328, 84822623), (738009335335374848, 856226875)]","[738009871921123328, 738009335335374848]","[84822623, 856226875]",2,No airlines involved
98966,"[(738008390920720384, 26248887), (738007777273077760, 1097161), (738007407595520000, 26248887), (738007034977746944, 1097161)]","[738008390920720384, 738007777273077760, 738007407595520000, 738007034977746944]","[26248887, 1097161, 26248887, 1097161]",4,No airlines involved
99028,"[(738007707672793092, 513419321), (738006778261217280, 489684194), (738000805492600832, 513419321), (737997106334556160, 489684194)]","[738007707672793092, 738006778261217280, 738000805492600832, 737997106334556160]","[513419321, 489684194, 513419321, 489684194]",4,No airlines involved
99086,"[(738006994070732800, 26070957), (737995844826320896, 26070957)]","[738006994070732800, 737995844826320896]","[26070957, 26070957]",2,No airlines involved
99097,"[(738006690113724416, 106044009), (738004621235499008, 510233946)]","[738006690113724416, 738004621235499008]","[106044009, 510233946]",2,No airlines involved
99126,"[(738006362823790596, 307946936), (737969279279214592, 307946936)]","[738006362823790596, 737969279279214592]","[307946936, 307946936]",2,No airlines involved
99133,"[(738006230283780100, 68305614), (738006106920919040, 68305614)]","[738006230283780100, 738006106920919040]","[68305614, 68305614]",2,No airlines involved
99142,"[(738006082774302721, 26248887), (738005136165998592, 1097161), (738004947732697088, 26248887), (738004639233257472, 1097161), (738004527668973568, 26248887), (738003920803487744, 26248887)]","[738006082774302721, 738005136165998592, 738004947732697088, 738004639233257472, 738004527668973568, 738003920803487744]","[26248887, 1097161, 26248887, 1097161, 26248887, 26248887]",6,No airlines involved
99155,"[(738005926553255937, 216802155), (738005703135203328, 101738530), (738005598474797056, 175994539), (738005151080976384, 216802155), (738004932004024320, 101738530)]","[738005926553255937, 738005703135203328, 738005598474797056, 738005151080976384, 738004932004024320]","[216802155, 101738530, 175994539, 216802155, 101738530]",5,No airlines involved
99315,"[(738004318276747265, 64251698), (737989674787086336, 64251698)]","[738004318276747265, 737989674787086336]","[64251698, 64251698]",2,No airlines involved
99370,"[(738003467332096001, 266144782), (738002351693434880, 534196219), (737989440954568704, 92533331)]","[738003467332096001, 738002351693434880, 737989440954568704]","[266144782, 534196219, 92533331]",3,No airlines involved
99397,"[(738003236121108480, 399552743), (737990224752566272, 36739533)]","[738003236121108480, 737990224752566272]","[399552743, 36739533]",2,No airlines involved
99409,"[(738002961612312576, 341000033), (738001685335969792, 216802155)]","[738002961612312576, 738001685335969792]","[341000033, 216802155]",2,No airlines involved
99419,"[(738002841319702529, 26248887), (738002130414534656, 1097161), (738001808270987264, 26248887)]","[738002841319702529, 738002130414534656, 738001808270987264]","[26248887, 1097161, 26248887]",3,No airlines involved
99429,"[(738002691033583617, 1097161), (738002616966217728, 798731)]","[738002691033583617, 738002616966217728]","[1097161, 798731]",2,No airlines involved
99489,"[(738001943000317953, 236017396), (738001512476094464, 845346007), (738001366145224704, 236017396)]","[738001943000317953, 738001512476094464, 738001366145224704]","[236017396, 845346007, 236017396]",3,No airlines involved
99527,"[(738001772195807233, 140762219), (737975532550270976, 122644092)]","[738001772195807233, 737975532550270976]","[140762219, 122644092]",2,No airlines involved
99559,"[(738001560408588289, 26248887), (738001315486371840, 1097161)]","[738001560408588289, 738001315486371840]","[26248887, 1097161]",2,No airlines involved
99564,"[(738001502393016321, 175994539), (738001465348870144, 216802155)]","[738001502393016321, 738001465348870144]","[175994539, 216802155]",2,No airlines involved
99602,"[(738000933553070080, 300825036), (737917920156745728, 300825036)]","[738000933553070080, 737917920156745728]","[300825036, 300825036]",2,No airlines involved
99707,"[(737999304133095424, 361468738), (737996699323518976, 2191893875)]","[737999304133095424, 737996699323518976]","[361468738, 2191893875]",2,No airlines involved
99743,"[(737999125422178304, 3240396143), (737996378589286400, 3240396143)]","[737999125422178304, 737996378589286400]","[3240396143, 3240396143]",2,No airlines involved
99865,"[(737997750600634368, 110850439), (737997243576258560, 1958690966)]","[737997750600634368, 737997243576258560]","[110850439, 1958690966]",2,No airlines involved
99902,"[(737997134193164288, 64667376), (737990078228746240, 38676903)]","[737997134193164288, 737990078228746240]","[64667376, 38676903]",2,easyJet
99907,"[(737996890311163905, 56377143), (737994003602378752, 3240396143)]","[737996890311163905, 737994003602378752]","[56377143, 3240396143]",2,KLM
99979,"[(737995598213861376, 603462572), (737994767469019136, 603462572)]","[737995598213861376, 737994767469019136]","[603462572, 603462572]",2,No airlines involved
100050,"[(737994461419016192, 493150262), (737928119504506880, 493150262)]","[737994461419016192, 737928119504506880]","[493150262, 493150262]",2,No airlines involved
100093,"[(737993910199418880, 56736119), (737986555072118784, 38676903)]","[737993910199418880, 737986555072118784]","[56736119, 38676903]",2,easyJet
100158,"[(737992863921934336, 353777163), (737992145940975616, 18332190)]","[737992863921934336, 737992145940975616]","[353777163, 18332190]",2,British_Airways
100199,"[(737992252891537408, 3240396143), (737991958161940480, 3240396143), (737986305481682944, 56377143), (737979183599652864, 3240396143), (737978059291234304, 3240396143)]","[737992252891537408, 737991958161940480, 737986305481682944, 737979183599652864, 737978059291234304]","[3240396143, 3240396143, 56377143, 3240396143, 3240396143]",5,KLM
100237,"[(737991747645673472, 1618583532), (737990964816556032, 38676903)]","[737991747645673472, 737990964816556032]","[1618583532, 38676903]",2,easyJet
100332,"[(737990104359260161, 225507353), (737989997521932288, 110850439), (737989636090400768, 225507353), (737988941123571712, 110850439)]","[737990104359260161, 737989997521932288, 737989636090400768, 737988941123571712]","[225507353, 110850439, 225507353, 110850439]",4,No airlines involved
100430,"[(737988859657637888, 110850439), (737985569381318656, 3147464061), (737984801446199296, 110850439)]","[737988859657637888, 737985569381318656, 737984801446199296]","[110850439, 3147464061, 110850439]",3,No airlines involved
100455,"[(737988592212008960, 31362764), (737979434716782592, 37416154)]","[737988592212008960, 737979434716782592]","[31362764, 37416154]",2,No airlines involved
100520,"[(737987445980057600, 63681020), (737985586791915520, 306360198)]","[737987445980057600, 737985586791915520]","[63681020, 306360198]",2,No airlines involved
100533,"[(737987405190463488, 609917928), (737966425944494080, 3804970282)]","[737987405190463488, 737966425944494080]","[609917928, 3804970282]",2,No airlines involved
100540,"[(737987268468674565, 4837520241), (737979125311365120, 38676903)]","[737987268468674565, 737979125311365120]","[4837520241, 38676903]",2,easyJet
100694,"[(737985078991683585, 293688436), (737979707078148096, 306360198)]","[737985078991683585, 737979707078148096]","[293688436, 306360198]",2,No airlines involved
100718,"[(737984589533224960, 2705736930), (737983487815323648, 64397695)]","[737984589533224960, 737983487815323648]","[2705736930, 64397695]",2,No airlines involved
100738,"[(737984261106466816, 278343791), (737983607319330816, 278343791)]","[737984261106466816, 737983607319330816]","[278343791, 278343791]",2,No airlines involved
100753,"[(737983769278218240, 1643384718), (737980452082831360, 3245447754)]","[737983769278218240, 737980452082831360]","[1643384718, 3245447754]",2,No airlines involved
100801,"[(737983341983596544, 2166349203), (737974695748849664, 2469979404)]","[737983341983596544, 737974695748849664]","[2166349203, 2469979404]",2,No airlines involved
100866,"[(737982261157613568, 2254070198), (737924995947565056, 2254070198)]","[737982261157613568, 737924995947565056]","[2254070198, 2254070198]",2,No airlines involved
101016,"[(737979889559670785, 124476322), (737978030669336576, 1686643896)]","[737979889559670785, 737978030669336576]","[124476322, 1686643896]",2,Lufthansa
101061,"[(737979372729163776, 195894010), (737935532584538112, 41995514)]","[737979372729163776, 737935532584538112]","[195894010, 41995514]",2,No airlines involved
101099,"[(737978736394571777, 2415957962), (737978120154812416, 38260259)]","[737978736394571777, 737978120154812416]","[2415957962, 38260259]",2,No airlines involved
101165,"[(737977973958004737, 146872603), (737939667199381504, 50648342)]","[737977973958004737, 737939667199381504]","[146872603, 50648342]",2,No airlines involved
101257,"[(737976659958222848, 43029267), (737975808917049344, 138686843)]","[737976659958222848, 737975808917049344]","[43029267, 138686843]",2,No airlines involved
101272,"[(737976315102527488, 42222928), (737955786798829568, 38676903)]","[737976315102527488, 737955786798829568]","[42222928, 38676903]",2,easyJet
101397,"[(737974863424589824, 296363767), (737972463569604608, 38676903)]","[737974863424589824, 737972463569604608]","[296363767, 38676903]",2,easyJet
101575,"[(737973683868819456, 701824400987914240), (737973466519965696, 31477674)]","[737973683868819456, 737973466519965696]","[701824400987914240, 31477674]",2,No airlines involved
101590,"[(737973498463784961, 15336055), (737970674283745280, 2386671199)]","[737973498463784961, 737970674283745280]","[15336055, 2386671199]",2,No airlines involved
101619,"[(737972908782419969, 1111469904), (737972593773273088, 2209889287)]","[737972908782419969, 737972593773273088]","[1111469904, 2209889287]",2,No airlines involved
101707,"[(737971573542379520, 715975175905415168), (737971016345980928, 35112839)]","[737971573542379520, 737971016345980928]","[715975175905415168, 35112839]",2,No airlines involved
101752,"[(737971079218614272, 712783239), (737970474123202560, 1542862735)]","[737971079218614272, 737970474123202560]","[712783239, 1542862735]",2,RyanAir
101761,"[(737970939321802752, 34656014), (737969557533528064, 109293948), (737967929967443968, 34656014)]","[737970939321802752, 737969557533528064, 737967929967443968]","[34656014, 109293948, 34656014]",3,No airlines involved
101792,"[(737970439595655168, 2619183836), (737935688419713024, 17230800)]","[737970439595655168, 737935688419713024]","[2619183836, 17230800]",2,No airlines involved
101810,"[(737970170661081088, 330741779), (737949520433143808, 380658312)]","[737970170661081088, 737949520433143808]","[330741779, 380658312]",2,No airlines involved
101972,"[(737968445250277376, 594038690), (737966952388431872, 865430124)]","[737968445250277376, 737966952388431872]","[594038690, 865430124]",2,No airlines involved
102054,"[(737967248183308288, 56377143), (737956705711988736, 142023225)]","[737967248183308288, 737956705711988736]","[56377143, 142023225]",2,KLM
102061,"[(737967155145105408, 73457573), (737961266426335232, 73457573)]","[737967155145105408, 737961266426335232]","[73457573, 73457573]",2,No airlines involved
102075,"[(737967020050911232, 369495015), (737956983903539200, 25719197)]","[737967020050911232, 737956983903539200]","[369495015, 25719197]",2,No airlines involved
102099,"[(737966625840717824, 20823928), (737964221653192704, 20470224)]","[737966625840717824, 737964221653192704]","[20823928, 20470224]",2,No airlines involved
102105,"[(737966419774722049, 865430124), (737940388191834112, 594038690)]","[737966419774722049, 737940388191834112]","[865430124, 594038690]",2,No airlines involved
102244,"[(737964679503466496, 1248350874), (737964288153948160, 40346616), (737961612821336064, 1248350874)]","[737964679503466496, 737964288153948160, 737961612821336064]","[1248350874, 40346616, 1248350874]",3,No airlines involved
102298,"[(737964040295731200, 359436536), (737963729732669440, 359436536)]","[737964040295731200, 737963729732669440]","[359436536, 359436536]",2,No airlines involved
102324,"[(737963726599426048, 20823928), (737961747315843072, 20470224)]","[737963726599426048, 737961747315843072]","[20823928, 20470224]",2,No airlines involved
102374,"[(737963162113351681, 714963295), (737961983824166912, 27866299)]","[737963162113351681, 737961983824166912]","[714963295, 27866299]",2,No airlines involved
102532,"[(737961148226605056, 735003296679768064), (737957104158420992, 51225636)]","[737961148226605056, 737957104158420992]","[735003296679768064, 51225636]",2,No airlines involved
102533,"[(737961141704482816, 2729364181), (737955473689714688, 1322175930)]","[737961141704482816, 737955473689714688]","[2729364181, 1322175930]",2,No airlines involved
102541,"[(737960905154007040, 3292101128), (737956858917322752, 730053079593160705)]","[737960905154007040, 737956858917322752]","[3292101128, 730053079593160705]",2,No airlines involved
102584,"[(737960260795826180, 134507333), (737954372567584768, 18332190)]","[737960260795826180, 737954372567584768]","[134507333, 18332190]",2,British_Airways
102606,"[(737959934931927040, 1364475590), (737959785992196096, 1364475590)]","[737959934931927040, 737959785992196096]","[1364475590, 1364475590]",2,No airlines involved
102612,"[(737959826345590784, 167051162), (737931354097213440, 1579777514)]","[737959826345590784, 737931354097213440]","[167051162, 1579777514]",2,No airlines involved
102661,"[(737959276841472001, 1276054045), (737929370648641536, 1276054045)]","[737959276841472001, 737929370648641536]","[1276054045, 1276054045]",2,No airlines involved
102717,"[(737958482004037632, 454234991), (737957210848940032, 97296278)]","[737958482004037632, 737957210848940032]","[454234991, 97296278]",2,No airlines involved
102749,"[(737958027010166784, 3343100597), (737936185197219840, 3343100597)]","[737958027010166784, 737936185197219840]","[3343100597, 3343100597]",2,No airlines involved
102832,"[(737957144771854336, 392613541), (737941507961917440, 38676903)]","[737957144771854336, 737941507961917440]","[392613541, 38676903]",2,easyJet
102851,"[(737956793733767168, 4054113615), (737953978684743680, 45621423)]","[737956793733767168, 737953978684743680]","[4054113615, 45621423]",2,EtihadAirways
102953,"[(737955252440289280, 236135133), (737955119443116032, 23328929)]","[737955252440289280, 737955119443116032]","[236135133, 23328929]",2,No airlines involved
102962,"[(737955113420066816, 1009851890), (737954753234239488, 1009851890)]","[737955113420066816, 737954753234239488]","[1009851890, 1009851890]",2,No airlines involved
102968,"[(737954998680702976, 1244706938), (737954371166736384, 722600832026439682), (737953892823126016, 1244706938)]","[737954998680702976, 737954371166736384, 737953892823126016]","[1244706938, 722600832026439682, 1244706938]",3,No airlines involved
102984,"[(737954710506901504, 166942043), (737917782709395456, 166942043)]","[737954710506901504, 737917782709395456]","[166942043, 166942043]",2,No airlines involved
102988,"[(737954668890980352, 167404419), (737925821336289280, 72277469)]","[737954668890980352, 737925821336289280]","[167404419, 72277469]",2,No airlines involved
103026,"[(737954167986237440, 1288484797), (737945116145487872, 1130355582)]","[737954167986237440, 737945116145487872]","[1288484797, 1130355582]",2,No airlines involved
103145,"[(737952735702716416, 715883324), (737937556696895488, 37612235)]","[737952735702716416, 737937556696895488]","[715883324, 37612235]",2,No airlines involved
103149,"[(737952614537658368, 18632679), (737952324694495232, 18632679)]","[737952614537658368, 737952324694495232]","[18632679, 18632679]",2,No airlines involved
103180,"[(737952211976785920, 3296755190), (737951718676287488, 2915799929)]","[737952211976785920, 737951718676287488]","[3296755190, 2915799929]",2,No airlines involved
103260,"[(737950911801221120, 119898937), (737950660889595904, 119898937)]","[737950911801221120, 737950660889595904]","[119898937, 119898937]",2,No airlines involved
103261,"[(737950909137858561, 3586765995), (737941175701770240, 208377173)]","[737950909137858561, 737941175701770240]","[3586765995, 208377173]",2,No airlines involved
103280,"[(737950670666534912, 1579110618), (737949480922845184, 116393932)]","[737950670666534912, 737949480922845184]","[1579110618, 116393932]",2,No airlines involved
103294,"[(737950482052841472, 406989062), (737947462120394752, 406989062)]","[737950482052841472, 737947462120394752]","[406989062, 406989062]",2,No airlines involved
103297,"[(737950447282053120, 3586765995), (737947662754844672, 796785864)]","[737950447282053120, 737947662754844672]","[3586765995, 796785864]",2,No airlines involved
103311,"[(737950296178102273, 3586765995), (737947703812952064, 4169431373)]","[737950296178102273, 737947703812952064]","[3586765995, 4169431373]",2,No airlines involved
103327,"[(737950047430705153, 3586765995), (737949260604264448, 3030900454)]","[737950047430705153, 737949260604264448]","[3586765995, 3030900454]",2,No airlines involved
103384,"[(737949440393269248, 58065825), (737941060496859136, 3346709956)]","[737949440393269248, 737941060496859136]","[58065825, 3346709956]",2,No airlines involved
103480,"[(737947975390003200, 2191893875), (737934640351223808, 577493250)]","[737947975390003200, 737934640351223808]","[2191893875, 577493250]",2,No airlines involved
103537,"[(737947163007852544, 254964056), (737945107715006464, 8279892), (737944611147161600, 254964056), (737942537047056384, 8279892), (737941085067071488, 254964056)]","[737947163007852544, 737945107715006464, 737944611147161600, 737942537047056384, 737941085067071488]","[254964056, 8279892, 254964056, 8279892, 254964056]",5,No airlines involved
103544,"[(737947080078045184, 29195112), (737946827278942208, 29195112)]","[737947080078045184, 737946827278942208]","[29195112, 29195112]",2,No airlines involved
103660,"[(737945546917314560, 4885600185), (737919186253533184, 410612472)]","[737945546917314560, 737919186253533184]","[4885600185, 410612472]",2,No airlines involved
103725,"[(737944380443635713, 560321505), (737943915081400320, 560321505)]","[737944380443635713, 737943915081400320]","[560321505, 560321505]",2,No airlines involved
103742,"[(737944213778771968, 4885600185), (737942680160862208, 244150786)]","[737944213778771968, 737942680160862208]","[4885600185, 244150786]",2,No airlines involved
103789,"[(737943363845017601, 3586765995), (737942029649338368, 104644955)]","[737943363845017601, 737942029649338368]","[3586765995, 104644955]",2,No airlines involved
